"","HPOS-002.1","HPOS-002.2","HPOS-002.3","HPOS-002.4","HPOS-004.1","HPOS-004.2","HPOS-004.3","HPOS-004.4","HPOS-006.1","HPOS-006.2","HPOS-006.3","HPOS-006.4","HPOS-010.1","HPOS-010.2","HPOS-011.1","HPOS-011.2","HPOS-011.3","HPOS-012.1","HPOS-012.2","HPOS-012.3","HPOS-014.1","HPOS-014.2","HPOS-014.3","HPOS-016.1","HPOS-016.2","HPOS-016.3","HPOS-020.1","HPOS-020.2","HPOS-020.3","HPOS-025.1","HPOS-025.2","HPOS-025.3","HPOS-028.1","HPOS-028.2","HPOS-028.3","HPOS-029.1","HPOS-029.2","HPOS-036.1","HPOS-036.2","HPOS-038.1","HPOS-038.2","HPOS-038.3","HPOS-038.4","HPOS-040.1","HPOS-040.2","HPOS-040.3","HPOS-042.1","HPOS-042.2","HPOS-043.1","HPOS-043.2","HPOS-043.3","HPOS-043.4","HPOS-044.1","HPOS-044.2","HPOS-044.3","HPOS-045.1","HPOS-045.2","HPOS-045.3","HPOS-045.4","HPOS-051.1","HPOS-051.2","HPOS-051.3","HPOS-055.1","HPOS-055.2","HPOS-055.3","HPOS-055.4","HPOS-056.1","HPOS-056.2","HPOS-056.3","HPOS-056.4","HPOS-057.1","HPOS-057.2","HPOS-057.3","HPOS-057.4","HPOS-059.1","HPOS-059.2","HPOS-059.3","HPOS-062.1","HPOS-062.2","HPOS-064.1","HPOS-064.2","HPOS-064.3","HPOS-072.1","HPOS-072.2","HPOS-072.3","HPOS-074.1","HPOS-074.2","HPOS-075.1","HPOS-075.2","HPOS-075.3","HPOS-075.4","HPOS-075.5","HPOS-078.1","HPOS-078.2","HPOS-078.3","HPOS-080.1","HPOS-080.2","HPOS-080.3","HPOS-082.1","HPOS-082.2","HPOS-082.3","HPOS-085.1","HPOS-085.2","HPOS-085.3"
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_U2W11_LTR.mzML",251.6756351989,251.975315168782,251.674702938784,253.606308144298,299.863660960885,299.943914107836,299.614583813179,297.949947662076,355.089236105402,354.963796058336,354.984357889427,353.624113307904,256.48712303572,256.547745748232,306.920335766304,306.953431480349,304.587575696015,264.152081268172,264.302028525289,264.025421564649,354.408945805012,355.222191331169,355.093542377076,367.054665509187,366.623252870121,366.163034306215,294.970578680835,295.199171485078,292.832621393401,290.834175701782,290.853322233587,290.122678276239,262.233930544033,262.212398678408,262.19871006241,290.105561824937,292.275559632354,149.135563189338,145.198520144202,205.438743311703,204.209698265629,204.54155758419,204.594389654439,222.879948127333,222.235628575994,219.545605722721,247.946401719449,248.351154008391,267.601317681339,267.242218551003,255.380989664655,260.217732576329,268.744452444197,273.449249624527,269.330692713036,302.982447610763,302.967825396262,303.287592615033,302.976999480797,359.874867253404,359.918370780848,361.807398501329,94.8493577933638,94.7085955886536,94.7489269073914,86.0118058931373,65.93263799695,65.7150514290379,65.9133519191861,65.6967561481021,77.0231484111682,79.0893597791561,76.7458315023787,77.7507381318959,143.796316137207,143.485167735328,143.861561915111,268.802588884787,268.682999157595,242.288091238761,243.289897938691,242.003626595064,326.656318506437,326.835258414567,326.622743599115,278.721833623643,278.012685322991,75.2915038158405,75.3800733915084,75.4677050270635,75.434799286617,75.4786461150587,115.388497817641,115.347415679663,102.393027318156,273.030150179836,272.799390357923,272.760190718024,133.810199300116,134.002114058355,133.86593679968,75.4184352097928,91.8511909404231,91.9794643073589
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_U2W12_SR.mzML",251.290397111234,246.900594994931,251.348699818383,253.700197324755,299.344553032422,299.637870276132,298.413029943684,298.843258448712,354.89116142377,354.678855908997,353.874700312847,354.353790353769,256.457655165084,256.424774178912,306.34290289278,306.337192243881,304.587575696015,261.918790970928,261.542212680495,262.748154982168,354.408945805012,355.222191331169,355.093542377076,366.900943227658,366.658064669579,366.64638446648,294.798561914484,295.036718296413,292.832621393401,290.636836286633,291.29441089984,290.122678276239,262.385443612309,261.936913837805,262.19871006241,289.609797257107,287.955767195453,149.012912920667,144.544396679394,204.200808955359,203.964182658641,204.052110535889,204.594389654439,222.131223612469,222.087639298171,222.543923991785,247.740237140417,248.004729200902,267.316176686711,267.063052450645,255.380989664655,260.217732576329,271.940661471152,271.831453561166,269.330692713036,302.39120688981,302.423605739293,302.824606864888,302.612543733426,356.386315178618,358.591618987133,356.48230769974,94.9409745737877,94.8686390796243,94.7860730034913,86.1894063751209,65.827456394795,65.7071994715492,65.8904130490702,66.6942599008753,77.0486267357663,79.0893597791561,74.3930028702326,77.5166524820166,143.920299393915,143.646064700109,143.861561915111,268.168065385124,268.291418534599,243.281896537398,243.321073237653,242.707827037158,338.825722588321,326.49939236964,325.91359806211,278.757616320126,278.012685322991,75.5300164895831,75.6274845220948,75.6595142051094,75.634123645096,75.6858420214837,115.453909666934,115.581626621553,102.896938795359,272.490531014844,272.305366890257,271.992489623378,133.909409583463,134.054063433379,133.890977864013,75.7533880110588,92.0900927384573,92.1217051526448
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_U2W23_LTR.mzML",250.338181514645,246.749857418211,250.442726425089,253.552703988818,298.264369835891,298.504719773021,298.149751720689,297.994181448662,354.339356890077,354.221050770985,354.420351778679,354.678098980201,254.846236813982,255.357795851491,304.838838084775,304.884875757451,304.587575696015,262.398279302394,261.992712398967,262.105485205561,354.408945805012,355.222191331169,355.093542377076,366.445414904931,366.203792989425,366.70234393125,294.384007074832,294.642215082573,292.832621393401,290.517205740841,290.959210267122,290.122678276239,262.190193582969,261.852140055666,262.252562215542,287.124993430453,287.955767195453,148.75707461365,145.893374672763,205.131385047286,205.712074572937,204.54155758419,204.594389654439,220.560816115337,220.456296719623,221.710273547818,247.365714675167,247.635948333073,266.549495874336,266.557772092113,255.380989664655,260.217732576329,270.910001783805,269.268709582392,269.330692713036,301.751816258212,301.683327690412,302.207177799456,301.892334632067,356.386315178618,357.966512127557,356.48230769974,94.7550274828053,94.7646140398827,103.365645361928,86.1894063751209,65.5643724460692,65.5351194676567,65.6250854661783,65.6251668963663,76.7457684205618,81.0138791567644,76.7458315023787,76.9213869880974,143.621878104198,143.579062446915,143.273509417483,267.008873327573,267.151418982084,242.288091238761,241.918868942176,242.003626595064,326.656318506437,325.297229342931,324.954090299834,278.371432192251,278.976720427621,75.3295775933733,75.3472246379104,75.4807241322369,75.4419774134977,75.4144946897894,115.228120807043,115.218086813618,102.393027318156,271.302511486337,271.112591584667,270.974324694165,133.685958853079,133.821427780713,133.830666693725,75.4567311117799,91.9247968819276,92.0321345239341
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_U2W24_SR.mzML",250.955428474738,246.900594994931,250.962209093843,253.743078443315,298.888638366383,299.014927978188,299.72690769962,298.968288330067,354.741909889797,354.60324614904,354.687193075944,353.624113307904,255.990870563391,256.204037679901,305.609603339273,305.542828536195,304.587575696015,261.840903028935,261.881721483321,262.462694643328,354.408945805012,355.222191331169,355.093542377076,366.687687764551,366.513588031062,366.546458477375,294.723451877571,294.987084905084,292.832621393401,290.678927561395,291.364850743754,290.122678276239,262.435372766134,262.315727909303,262.19871006241,288.59717089539,287.955767195453,149.111182913028,145.36859678316,204.21598402536,204.041455389217,204.305994862465,204.594389654439,221.536714565975,221.445511323427,219.545605722721,247.528659207004,247.686929728587,266.96078216173,267.242748671646,255.380989664655,260.217732576329,268.744452444197,269.268709582392,269.330692713036,302.205659713905,302.047462806698,302.549151990119,302.255384611137,356.386315178618,356.81408985429,356.48230769974,94.9265130314983,94.8247227155835,94.9030606621174,86.1894063751209,65.728037841103,65.4513500238737,65.6806794079644,65.3510465397732,76.8682129220527,79.0893597791561,76.7458315023787,76.9213869880974,143.998587375123,143.92127567707,144.639604953754,267.668981254054,267.872101038908,242.986852068999,243.012535782726,242.143498888981,326.656318506437,326.635987130421,326.622743599115,278.494519659062,278.012685322991,75.4011775718246,75.5471492054142,75.6093113468898,75.448661277222,75.5770699324896,115.571748498679,115.584766377497,102.393027318156,271.992557883286,271.89861252904,271.244146178718,133.957753664113,134.169338886406,134.152122394885,75.6744210216221,92.1298910350486,92.2333162257863
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_U2W35_LTR.mzML",250.14089305074,250.369088665101,250.261406327645,253.55424913329,298.009057212405,298.441434745405,298.064243425532,297.89609547005,354.309169836243,354.14026064004,354.283233602787,354.132797445862,254.694553900677,255.01592599575,304.413482210957,304.621870322064,304.541186594079,261.997681367505,261.546462185119,261.855353840981,354.408945805012,355.222191331169,355.093542377076,366.360790536801,366.162410017239,365.89593958367,294.559895937914,294.755845695509,292.832621393401,290.402192531457,290.921301161514,289.012942540763,262.091219194666,261.485254932273,261.593931334825,286.853412529089,286.629007378315,148.862733870571,145.430126820753,205.153183350323,204.209698265629,204.54155758419,204.594389654439,220.058619402852,220.131602745414,219.545605722721,247.414482734872,247.412447194815,266.507235056454,266.640609854843,255.380989664655,260.217732576329,270.242054818622,269.268709582392,269.330692713036,301.671866122195,301.525402581693,302.173759608977,301.783802335213,356.386315178618,357.206468368511,356.48230769974,94.8651027795054,94.7465859511624,103.484890781698,86.7095295870363,65.5340384434625,65.3081461627925,65.5501202529356,65.6967561481021,76.7957590261754,79.0893597791561,76.5735548584816,77.194379451272,143.694599980174,143.485167735328,143.861561915111,266.843872062082,266.87599500798,241.475538410748,242.151064226173,240.621174794639,326.656318506437,324.845667542025,324.139635993483,278.202644365999,278.012685322991,75.3656331097461,75.4221850681105,75.523721159969,75.4391545404838,75.4394263224808,115.330027297608,115.350908819196,102.208084907312,271.082983808131,270.985900703952,270.694575082765,133.832976804221,133.849819909083,133.667679063604,75.5040652327729,91.7714736159596,92.2309389828961
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_U2W36_SR.mzML",250.655861429332,246.962505177841,250.803167775086,253.613221890274,298.523952930026,298.717545918358,298.840050499094,298.352076460143,354.432887383304,354.237583687057,354.448130627329,352.967858564567,255.598311279671,255.562948130467,305.089958924391,305.278320243547,304.587575696015,261.663273518035,261.27066935809,261.927270347832,354.408945805012,355.222191331169,355.093542377076,366.428650326922,366.200758124403,365.73844319326,294.539585207473,294.801507255646,292.832621393401,290.456067118587,291.207846914867,290.122678276239,262.209475029713,261.758647078377,262.211386199858,287.709561828145,287.955767195453,148.899277390632,145.932391241382,204.042399236276,203.881406123341,204.305434348036,204.594389654439,220.812419218864,220.895657712722,221.906067509664,247.337976613819,247.590686841297,266.56818991194,266.820509326081,255.380989664655,260.217732576329,270.764913110417,269.268709582392,269.330692713036,301.861222707164,301.815102538253,302.207072688456,302.144924375018,356.386315178618,357.590635830924,356.48230769974,94.7760669900958,94.7638867342143,94.7744318305301,86.1894063751209,65.6506306738552,65.4689914345849,65.6260802468848,65.6967561481021,76.7875700709912,79.0893597791561,76.7458315023787,77.151370802007,143.757766375112,143.485167735328,143.861561915111,267.265729849947,267.380581890712,242.606393147377,242.694636534806,242.275127463726,326.656318506437,326.635987130421,326.622743599115,278.331775978382,278.012685322991,75.4872888062615,75.5011387989715,75.505865334263,75.4762197706978,75.426328234957,115.459147758579,115.509206409782,102.393027318156,271.633397622365,271.420553719026,271.319322093808,133.852531822271,133.976983143091,133.963180908418,75.6527975806454,91.9075770822423,92.1547286314861
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_U2W47_LTR.mzML",250.36740418723,246.818715460822,250.450083008386,253.684118165411,298.19910699566,298.420176315116,298.413029943684,298.017163569659,354.355132793553,354.1447454097,354.219390420703,354.295840004594,254.87626292871,254.528872650878,304.563674338357,304.664589009029,304.5870926823,262.262318653712,261.855334813575,262.121345117661,354.408945805012,355.222191331169,355.093542377076,366.375037782734,366.152201577645,365.89593958367,294.527661425868,294.76549010631,292.034944431585,290.513670244337,290.566067398559,290.122678276239,262.177898839687,261.715711045815,262.199754966208,286.905338824073,287.955767195453,148.944973608947,145.893374672763,205.338882361753,189.129175916024,204.54155758419,204.594389654439,220.39517865117,220.363732563302,219.545605722721,247.659454861006,247.701424562133,266.451005682514,266.905089907638,255.380989664655,260.217732576329,268.744452444197,269.268709582392,269.330692713036,301.705652749776,301.614259225535,302.089318953015,301.847667398976,357.76472120953,357.697001053714,356.48230769974,94.9781909337989,94.8807331257615,94.8080725964845,86.1894063751209,65.7328709529153,65.6705010223978,65.7433978271053,65.6194170792883,76.9595382085824,79.0893597791561,76.7458315023787,76.9213869880974,143.880461657863,143.58002329284,143.861561915111,266.92718991272,267.133859710999,241.585558171426,241.965887692156,241.456961728532,326.656318506437,326.635987130421,324.317457936184,278.415401933339,279.198134308489,75.4365075148817,75.53465118815,75.6373504246008,75.636598464615,75.5919991039364,115.470442513979,115.501694532145,102.393027318156,271.231686749124,270.888253307452,270.906633628117,133.938567418738,133.885785056676,133.923103012917,75.6944184642547,92.1040369299867,92.2132445306481
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_U2W48_SR.mzML",250.469212829927,246.872524816576,250.50212883871,253.525295802504,298.29134822093,298.530864706479,298.524193244266,298.20920388249,354.254536603544,354.106253978435,354.322124044367,353.624113307904,255.438488285529,255.665734293042,304.739855259423,304.486404909265,304.587575696015,261.691417945748,261.216929606125,261.809061187534,354.408945805012,355.222191331169,355.091189313518,366.225454062615,366.063536600836,365.967434037627,294.529891966192,294.688735340608,292.832621393401,290.307277640218,291.030602873153,290.122678276239,261.891867775416,261.785375300904,262.177765304491,287.02972291401,287.955767195453,148.871413493736,145.713101416654,204.034062495962,203.919666118136,204.022887866687,204.594389654439,220.541794091003,220.555854867074,220.915090128372,247.48900803336,247.132077082805,266.319506970497,266.337718330449,255.380989664655,260.217732576329,270.783559682687,269.268709582392,269.330692713036,301.755279202213,301.665733817872,302.140429135754,301.902088220322,356.386315178618,357.1514023406,356.48230769974,94.9300820969315,94.859419426992,94.7311715132003,86.1894063751209,65.6301847536085,65.4528224362428,65.6588988963378,65.6967561481021,76.8543508398743,97.4735297088827,61.7530662983852,77.7576373344182,143.85462257896,143.633788768104,143.861561915111,267.07912342474,267.142034458637,242.433236872408,242.518223757149,242.233134403088,325.12689363705,326.635987130421,326.622743599115,278.274854099925,278.012685322991,75.4119202057466,75.4801841165251,75.5395354668935,75.5489634992244,75.5367304426464,115.503564292078,115.531262707,102.854716868501,271.401260158314,271.297143799403,271.233971167171,133.862453826044,133.960054817518,133.850489617724,75.6755431954682,92.0326880195269,92.1233668229789
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_U2W59_LTR.mzML",250.579956895293,247.040033248981,250.556318923386,253.651794279572,298.506560874183,298.830453499892,298.601035973094,298.352529482472,354.411849617331,354.184326948014,354.47337516208,354.143053629772,255.177582227696,255.191553507693,304.938966933194,305.152483777846,304.587575696015,262.650571284603,262.467007951182,262.660793731689,356.637731483134,355.222191331169,356.750617481672,366.348526850728,366.145725003456,365.89593958367,294.464540643583,294.763025343198,292.832621393401,290.5384405968,290.664254932784,290.122678276239,262.286090165451,261.788168616962,262.336964841218,287.529908438495,287.955767195453,149.096810005848,145.893374672763,205.372568576908,204.209698265629,204.54155758419,204.594389654439,220.882659063118,220.903745100244,219.545605722721,247.466577332467,247.758154107674,265.621938219263,267.049555497683,255.380989664655,260.217732576329,268.744452444197,271.432755817365,269.330692713036,301.886647035138,301.692672950719,302.026305468518,302.009874429773,356.386315178618,357.042243801476,356.48230769974,95.0748194399966,94.9202213605372,104.198103188639,86.1894063751209,65.8994558104745,65.6346605780168,65.8937625279254,65.8603919504176,77.0447509379952,79.0893597791561,76.7458315023787,76.9213869880974,143.76164781757,143.625448251023,144.069901799135,267.27890629043,267.328150968154,241.858970516704,242.179112215602,242.225173877711,326.656318506437,325.354168356022,324.637364240468,278.447460251504,278.798740840231,75.422737422046,75.5753739926922,75.6388664482378,75.5643272455807,75.6370331967292,115.526536487482,115.530043924045,102.393027318156,271.566781663371,271.374826200209,271.483133114803,133.950888378215,134.075920731656,134.080813982383,75.7291193665888,92.0346479080658,92.3284284343117
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_U2W60_SR.mzML",250.738717530515,246.900594994931,250.707972156147,253.550949814076,298.61931822756,298.849272655109,298.413029943684,298.59625095376,354.435941210138,354.231497385405,354.4529368654,354.883123120988,255.826655526863,256.087948158267,305.205655811558,305.317186759148,304.587575696015,261.645292011671,261.542212680495,262.086913348699,359.358883477384,355.222191331169,355.093542377076,366.33614926989,366.193089939017,366.130734416312,294.550622907495,294.763607187988,292.832621393401,290.411967361404,291.203524937224,290.122678276239,262.242474601841,261.765416993135,262.279180605858,288.085233213486,287.955767195453,148.987956450769,146.204985454409,204.091677280717,204.243998247848,203.821673768662,204.594389654439,221.193997154145,221.152611206039,222.00114476502,247.505679207284,247.759294110098,266.880765904461,266.634325684304,255.380989664655,260.217732576329,268.744452444197,269.268709582392,269.330692713036,302.028256247465,301.752674746859,302.126972074161,302.186986156473,356.386315178618,357.194284130118,356.48230769974,95.0079006939404,94.9057846357883,94.9139518862952,86.1894063751209,65.805882401105,65.658107764366,65.7845373090576,65.8929029105657,76.9480293823955,97.1621794557438,76.6507094068708,77.6768271298108,143.886900327369,143.5389655599,143.861561915111,267.421505024989,267.573946686632,242.681755678655,242.905205176486,242.756506318812,326.656318506437,326.635987130421,325.310098755937,278.517898024712,278.387543256762,75.5551175022925,75.6165315789128,75.7946808614906,75.7830586599902,75.7428772071935,115.578061550754,115.600634103719,102.393027318156,271.773337320205,271.489032814498,271.466246108212,133.910488900385,133.930507311955,133.994084793758,75.8159213631635,92.1280379036838,92.2107141015925
