"cpdID","cpdName","Retention Time","m/z"
"HPOS-002.1","Octenoylcarnitine (C8:1)",252.31297165611,286.201382965515
"HPOS-002.2","Octenoylcarnitine (C8:1)",248.256226972916,308.185482174883
"HPOS-002.3","Octenoylcarnitine (C8:1) ISF.1",252.221967225229,227.12741204601
"HPOS-002.4","Octenoylcarnitine (C8:1) ISF.2",255.249803688956,144.102035300872
"HPOS-004.1","L-Acetylcarnitine",300.248958934151,204.122614857749
"HPOS-004.2","L-Acetylcarnitine",300.612384588482,226.104668748012
"HPOS-004.3","L-Acetylcarnitine ISF.1",299.904967509802,145.04870438418
"HPOS-004.4","L-Acetylcarnitine ISF.2",300.050524054898,85.0278159879391
"HPOS-006.1","Asymmetric Dimethylarginine",355.516956845783,203.149766336902
"HPOS-006.2","Asymmetric Dimethylarginine ISF.1",355.553884647103,158.128038573481
"HPOS-006.3","Asymmetric Dimethylarginine ISF.2",355.14772003586,116.069957181757
"HPOS-006.4","Asymmetric Dimethylarginine ISF.3",355.451840252472,88.0860891606995
"HPOS-010.1","Hexanoylcarnitine (C6:0)",257.857164112335,260.185635906489
"HPOS-010.2","Hexanoylcarnitine (C6:0) ISF.1",257.89477550162,201.11194067695
"HPOS-011.1","Glutarylcarnitine",306.692649205823,276.144545612332
"HPOS-011.2","Glutarylcarnitine",306.659982143127,298.126620732754
"HPOS-011.3","Glutarylcarnitine ISF.1",306.411130847224,217.071083292189
"HPOS-012.1","Isovalerylcarnitine",264.495913418044,246.169820101576
"HPOS-012.2","Isovalerylcarnitine",264.59588170389,268.150410663317
"HPOS-012.3","Isovalerylcarnitine ISF.1",264.319934678378,187.095895024414
"HPOS-014.1","Histidine",361.460199911022,156.076611566652
"HPOS-014.2","Histidine",358.983619517108,178.05817677758
"HPOS-014.3","Histidine ISF.1",361.073962828785,110.071060851375
"HPOS-016.1","N6,N6,N6-Trimethyllysine",367.1530657568,189.159256843159
"HPOS-016.2","N6,N6,N6-Trimethyllysine ISF.1",367.066066109639,130.085656191393
"HPOS-016.3","N6,N6,N6-Trimethyllysine ISF.2",367.031118919181,84.080021784865
"HPOS-020.1","Proline Betaine",297.172748519134,166.083296408191
"HPOS-020.2","Proline Betaine",297.406550228959,144.101382132901
"HPOS-020.3","Proline Betaine ISF.1",297.156813561312,84.0815412300382
"HPOS-025.1","Trigonelline",293.166897666871,138.054439499131
"HPOS-025.2","Trigonelline ISF.1",293.047283475426,94.0646467654324
"HPOS-025.3","Trigonelline ISF.2",293.066875635768,92.0451808939776
"HPOS-028.1","N-Acetylputrescine",264.109008202828,131.117306064981
"HPOS-028.2","N-Acetylputrescine",264.148886400944,153.099028180126
"HPOS-028.3","N-Acetylputrescine ISF.1",264.100879558861,114.090712577014
"HPOS-029.1","4-Trimethylammoniobutanoate",290.00606496904,146.117027516351
"HPOS-029.2","4-Trimethylammoniobutanoate ISF.1",290.151434485079,87.0477661332327
"HPOS-036.1","Creatinine",151.977857304394,136.047830763019
"HPOS-036.2","Creatinine",153.185815307994,227.124815763857
"HPOS-038.1","1,1-Dimethylbiguanide (Metformin)",206.966961589549,130.108172214974
"HPOS-038.2","1,1-Dimethylbiguanide (Metformin) ISF.1",205.806086811538,113.081309769849
"HPOS-038.3","1,1-Dimethylbiguanide (Metformin) ISF.2",206.707503538597,88.0864728779362
"HPOS-038.4","1,1-Dimethylbiguanide (Metformin) ISF.3",206.820689077498,85.0496409306165
"HPOS-040.1","Phenylalanine",221.668356081639,166.085629140223
"HPOS-040.2","Phenylalanine ISF.1",221.587569051205,120.080114165609
"HPOS-040.3","Phenylalanine ISF.2",221.56830530801,103.054580913415
"HPOS-042.1","Trimethylamine N-oxide",250.039618661497,76.075053894103
"HPOS-042.2","Trimethylamine N-oxide",249.892206296156,151.143491628801
"HPOS-043.1","Proline",267.881416685381,116.070151321859
"HPOS-043.2","Proline",267.679307803395,160.03455117175
"HPOS-043.3","Proline",259.048195703352,365.068314456867
"HPOS-043.4","Proline ISF.1",297.574939026627,70.0658662534368
"HPOS-044.1","Alanine",271.0958862941,134.018361957412
"HPOS-044.2","Alanine",271.883600583457,313.035857772025
"HPOS-044.3","Alanine",272.380474676859,356.078364196178
"HPOS-045.1","Creatine",304.090402631744,132.076403429005
"HPOS-045.2","Creatine",304.118982770035,154.058150775434
"HPOS-045.3","Creatine",304.147042834352,176.040138553038
"HPOS-045.4","Creatine ISF.1",304.001293832408,90.0544275375749
"HPOS-051.1","3-methylhistidine",358.293680640065,170.091530944618
"HPOS-051.2","3-methylhistidine ISF.1",358.762562990797,126.10153532457
"HPOS-051.3","3-methylhistidine ISF.2",358.369440875996,96.0670228930359
"HPOS-055.1","Hypoxanthine ",96.9636235488426,137.045421339133
"HPOS-055.2","Hypoxanthine ",96.9762363372484,159.027238509477
"HPOS-055.3","Hypoxanthine ISF.1",99.8517210281646,119.035080739069
"HPOS-055.4","Hypoxanthine ISF.2",91.558989726506,110.03464306772
"HPOS-056.1","Pantothenate",67.2119246618904,220.117685089653
"HPOS-056.2","Pantothenate",67.0467339264267,242.099892430026
"HPOS-056.3","Pantothenate ISF.1",67.18799303007,202.106892294628
"HPOS-056.4","Pantothenate ISF.2",67.1202264383583,90.0546307616709
"HPOS-057.1","Urocanate",78.2574746995984,139.049767238444
"HPOS-057.2","Urocanate ISF.1",92.710932446747,121.032410324374
"HPOS-057.3","Urocanate ISF.2",70.8251152655007,93.0432916851215
"HPOS-057.4","Urocanate ISF.3",78.1993198045143,95.0599506169435
"HPOS-059.1","Cytosine",145.313915284145,112.049997451534
"HPOS-059.2","Cytosine",145.406821347668,134.031864644299
"HPOS-059.3","Cytosine",145.346121673041,156.012726444543
"HPOS-062.1","Tiglylcarnitine (C5:1)",269.152477544205,244.154399142133
"HPOS-062.2","Tiglylcarnitine (C5:1) ISF.1",269.14450466179,185.080511461452
"HPOS-064.1","Decadienoylcarnitine (C10:2)",244.689917927075,312.216952570982
"HPOS-064.2","Decadienoylcarnitine (C10:2)",244.702133423239,334.199701486335
"HPOS-064.3","Decadienoylcarnitine (C10:2) ISF.1",244.528261776032,253.143498084345
"HPOS-072.1","Thiamine",328.714235655244,265.113958689535
"HPOS-072.2","Thiamine ISF.1",328.657827795257,122.070891825824
"HPOS-072.3","Thiamine ISF.2",328.594536304775,144.04703341223
"HPOS-074.1","N,N-Dimethylglycine",279.655852488703,104.070371086886
"HPOS-074.2","N,N-Dimethylglycine",279.181761618631,148.033508037222
"HPOS-075.1","Pseudouridine",76.8741905633391,245.077266711702
"HPOS-075.2","Pseudouridine ISF.1",76.9231846198687,209.055426262932
"HPOS-075.3","Pseudouridine ISF.2",76.9064462919346,191.044673466866
"HPOS-075.4","Pseudouridine ISF.3",76.9025882291032,179.044712895921
"HPOS-075.5","Pseudouridine ISF.4",76.9329657682707,155.044679452125
"HPOS-078.1","N2,N2-Dimethylguanosine",117.595688524398,312.130672583994
"HPOS-078.2","N2,N2-Dimethylguanosine ISF.1",117.553569679797,180.087488087553
"HPOS-078.3","N2,N2-Dimethylguanosine ISF.2",104.139931516604,110.035103133797
"HPOS-080.1","Butyrylcarnitine",273.492653385643,232.154065585397
"HPOS-080.2","Butyrylcarnitine ISF.1",273.414691882058,173.080260575989
"HPOS-080.3","Butyrylcarnitine ISF.2",273.398949389726,85.0278482247238
"HPOS-082.1","7-Methylguanine",135.883160292677,166.071836787079
"HPOS-082.2","7-Methylguanine ISF.1",135.812535633966,149.045105792942
"HPOS-082.3","7-Methylguanine ISF.2",135.831066658537,124.049860729662
"HPOS-085.1","N1-methyl-4-pyridone-3-carboxamide",77.7313101395703,153.065314111975
"HPOS-085.2","N1-methyl-4-pyridone-3-carboxamide",94.0986206827987,175.047276239611
"HPOS-085.3","N1-methyl-4-pyridone-3-carboxamide ISF.1",94.1512829414802,136.038709319612
