"","RPOS-001.1","RPOS-001.2","RPOS-001.3","RPOS-002.1","RPOS-002.2","RPOS-002.3","RPOS-003.1","RPOS-003.2","RPOS-003.3","RPOS-003.4","RPOS-005.1","RPOS-005.2","RPOS-005.3","RPOS-008.1","RPOS-008.2","RPOS-008.3","RPOS-008.4","RPOS-008.5","RPOS-015.1","RPOS-015.2","RPOS-015.3","RPOS-016.1","RPOS-016.2","RPOS-018.1","RPOS-018.2","RPOS-026.1","RPOS-026.2","RPOS-026.3","RPOS-027.1","RPOS-027.2","RPOS-027.3","RPOS-029.1","RPOS-029.2","RPOS-029.3","RPOS-029.4","RPOS-031.1","RPOS-031.2","RPOS-031.3","RPOS-034.1","RPOS-034.2","RPOS-035.1","RPOS-035.2","RPOS-035.3","RPOS-035.4","RPOS-036.1","RPOS-036.2","RPOS-036.3","RPOS-043.1","RPOS-043.2","RPOS-043.3","RPOS-044.1","RPOS-044.2","RPOS-045.1","RPOS-045.2","RPOS-045.3","RPOS-049.1","RPOS-049.2","RPOS-049.3","RPOS-050.1","RPOS-050.2","RPOS-051.1","RPOS-051.2","RPOS-051.3","RPOS-053.1","RPOS-053.2","RPOS-055.1","RPOS-055.2","RPOS-055.3","RPOS-057.1","RPOS-057.2","RPOS-061.1","RPOS-061.2","RPOS-062.1","RPOS-062.2","RPOS-062.3","RPOS-063.1","RPOS-063.2","RPOS-063.3","RPOS-063.4","RPOS-069.1","RPOS-069.2","RPOS-071.1","RPOS-071.2","RPOS-071.3","RPOS-071.4","RPOS-073.1","RPOS-073.2","RPOS-073.3","RPOS-074.1","RPOS-074.2","RPOS-075.1","RPOS-075.2","RPOS-078.1","RPOS-078.2","RPOS-087.1","RPOS-087.2","RPOS-087.3","RPOS-087.4","RPOS-087.5","RPOS-087.6","RPOS-089.1","RPOS-089.2","RPOS-089.3"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W11_LTR.mzML",169.800946467232,NA,NA,58.7069419952682,58.6654222708763,NA,71.5016247604948,71.2508785957708,71.2684773428264,71.5305543647773,146.611120327,146.509438890428,146.512800648574,59.1176926469229,58.9634301700921,59.0245241278502,58.9891242344924,58.9752545280602,143.014670686134,143.027838248568,143.006356191393,NA,60.5659681003657,76.3757467740167,76.3200807516386,144.591776073693,144.602271596027,145.054651144148,143.849746703743,143.913564612664,143.967157165536,167.239645483496,166.88325703272,166.926846340492,167.006237055629,122.879225204931,123.22366111676,122.397344866919,240.557156541769,240.570405599316,268.259077577028,268.613939450651,268.308618819773,268.265831727541,74.18799340689,74.2014768538731,74.2668166842448,NA,341.373296377578,342.10624021067,210.622819415534,210.718756041906,NA,145.563505192195,145.561512567951,118.861531619841,118.889201439719,118.74221060442,156.517491048043,156.571579811274,76.5298125276649,76.4910848590904,76.5857094279826,166.247122490075,166.105806357723,104.973731953239,104.957315828085,104.918493821451,187.601442198202,187.55272486597,168.023433164835,167.885826274812,111.498284697917,111.606094713564,111.613364408536,132.4291107659,132.626398174768,132.40773818993,132.484594055914,339.779790031858,340.020264578195,121.92736230017,122.214726801408,122.051765443501,NA,89.4033552270815,89.3488066819333,89.4851976998912,168.023433162837,167.885826275608,339.520227931084,NA,201.268737549275,201.197587804088,85.194863494588,85.2184679395783,85.2027479872457,85.1999964371199,85.2100913916432,85.2091112983636,71.0680092137949,71.5982482965556,NA
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W12_SR.mzML",169.968958295785,171.741234206867,164.645035462514,58.8932227054927,58.889874652974,59.05649434347,70.2672528730244,70.1821118382536,70.1376580912887,70.1409892227604,146.751444287284,146.773063400021,146.780706053994,59.2870028341797,59.1519762118669,59.174375367776,59.1669561030432,59.1887069986491,143.127690161565,143.159959933156,143.16648526158,NA,60.2522115583224,76.5909575791442,76.4272834410618,144.742540794237,144.734639044882,144.810539378019,143.857075766975,143.888759660244,143.870140972394,167.8118438234,167.586932970867,167.619040314873,167.685039511201,123.173014408696,123.240947555337,122.664598647188,240.754863056403,240.86452062342,268.550659130407,268.855530636356,268.544762767043,268.570404808548,74.0873022329596,74.1688119275592,74.0862315418656,NA,NA,341.852613566493,210.527716870547,210.521494526316,NA,145.857848033642,145.688443139379,119.406634121746,NA,119.007238904454,156.628687846972,156.605382806742,76.6276617078486,76.5840401587574,76.5957885945456,166.329715633429,166.3825831855,105.114741547262,105.097686161596,105.098287142442,187.74703464353,187.761422931415,168.073681508019,168.04558635021,111.728931096271,111.84332925861,111.953669622385,132.574946368416,132.876436868682,132.523920198216,132.51761389879,339.886525883954,339.993531483987,122.209179000732,122.278241206943,122.21482471956,122.18554944771,89.3686520245916,89.3583755284812,89.3395234006183,168.073681509872,168.045586356754,339.622143595231,NA,201.476220306479,201.263516915623,85.2928923076482,85.2938458287963,85.2385117712452,85.2501236184796,85.2455959411969,85.2560232115904,70.7537553729191,70.7229740807948,70.6645073070241
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W23_LTR.mzML",170.039826540253,172.127245124516,NA,58.7823214365633,58.851054977668,58.7672259157909,71.6570784103858,71.2536866223677,NA,71.3700772780595,146.685383390138,146.665431573366,146.698354301127,59.1457969580988,59.0200075898565,59.0302304911574,59.0155321692535,59.0436283116636,143.122533087387,143.120294485519,143.108428023435,NA,60.3443956264611,76.5758334134777,76.5392552093241,144.767685357475,144.815841807292,145.092994190286,144.053711327224,144.104240479638,144.058068931252,167.357930308374,167.000908756366,167.002783426023,167.21093111563,123.104763237575,123.505364867245,122.551164601363,240.732593357736,240.799088166191,268.500616553409,268.927524351257,268.518544124533,268.540162429073,74.5155232633178,74.5682222595123,74.5064196588537,341.541235591348,NA,342.230368873723,210.788438262762,210.745663511787,NA,145.57953495252,145.74403577848,119.068847233108,119.08834629235,118.970961677093,156.645183008224,156.702863759336,76.7515054980298,76.7726864612451,76.7806613481656,166.347852659657,166.516503705305,105.138851206414,105.16422815486,105.223773873293,187.799707492533,187.760874397784,168.146277585506,168.040471085954,111.686428487653,111.711291907152,111.809496083644,132.602981099217,132.776083933674,132.599367458487,132.580780666477,340.073912489521,340.065658591258,122.060152902208,122.249494530916,122.321816718641,122.271045257497,89.5929312605342,89.6026171538798,89.5571833391959,168.146277578709,168.040471077396,339.579873764269,NA,201.445605247794,201.34318566209,85.4065185527762,85.4024612973643,85.3561915068412,85.3791218432067,85.3520197575988,85.3954071470823,71.2372116953888,NA,71.3660509323923
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W24_SR.mzML",169.971836344607,171.909854805774,164.746885995622,58.8747632711134,58.8097474574033,58.650398195526,71.2752112450898,71.3225034540495,NA,71.1048787907299,146.80933865145,147.05826424332,146.727366793402,59.2212213849158,59.061023925663,59.13582158211,59.0941843095378,59.1079521395692,143.195464010055,143.166245520164,143.11773461207,60.9468359798259,60.5235836309274,76.7646422242845,76.6081328784302,144.832800049691,144.820026548993,144.630307045665,143.998290958934,144.060105700669,144.044105004786,167.433788492515,167.669153554538,167.54529197064,167.754627860477,123.30254669655,123.380740661817,122.78661102051,240.770982845477,240.820026324331,268.606664285155,268.904585983014,268.635751753565,268.646664728466,74.5279654789416,74.5542011394668,74.520385292317,342.243940357917,NA,342.04592696149,210.564357804781,210.664076757895,NA,145.876450450857,145.975972314159,119.504174007171,NA,119.1407301709,156.737548457962,156.756486943887,76.897722034448,76.8700711221889,76.8496093099401,166.354395923939,166.36617595279,105.193733004549,105.161000669195,105.169672958529,187.826156155576,187.82307569943,168.098973844582,168.045747128253,111.885229445814,112.043815186128,111.867016358961,132.611205272707,133.182186630782,132.633780233007,132.597226462475,340.129365455915,340.178440646018,122.257191978544,122.361672770544,122.494059302331,122.186444280166,89.5863048697625,89.5342063624068,89.6006252645545,168.098973846936,168.045747128253,339.75268032832,NA,201.316709592225,201.333473770768,85.5365885708844,85.5473819614587,85.4606023019443,85.4860598507358,85.4641878225804,85.4447288961576,71.4889966692429,71.3704550902456,71.6442892943675
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W35_LTR.mzML",170.070598739482,172.501758300964,164.579096238693,58.8417115107301,58.867699007654,58.6622864135143,71.902961499744,71.7414569381804,71.8164250876858,71.7370612041503,146.640312952939,146.627920209708,146.527939349597,59.2021307072578,59.0889751654976,59.1981248077233,59.1361107610231,59.1203641054569,143.080758068638,142.998328475476,143.075996847995,60.4710053822578,60.3357507597207,76.6182353915627,76.5160534529408,144.610564379331,144.575609671325,144.513368976346,143.982719596811,144.048541256318,144.045089833664,167.307376433519,166.976442795072,166.977030127366,167.205167734318,123.048419570478,123.499158365742,122.413901506011,240.647212556274,240.777476400284,268.454699892499,268.546701154952,268.484468567567,268.472364272387,74.6971135937177,74.7820364901148,74.6968108494203,NA,NA,NA,210.759886190412,210.687656348339,NA,145.603080877298,145.781490371381,119.026562412325,119.011795361576,118.8860289502,156.572588178674,156.63386535547,76.8175732959067,76.8938970058812,76.8812954640862,166.311371674848,166.277915995591,105.078675418041,105.094022397922,105.094054727464,187.770309414966,187.697110917451,168.115280644851,167.992722712446,111.666084005019,111.713377862953,111.773539200527,132.508648664564,132.8494087888,132.596153469783,132.576802754664,340.074513219806,340.151976177369,122.009424791057,122.092378092474,122.199505927866,121.8333532592,89.5417080055088,89.5684566142661,89.6560137529955,168.115280642526,167.992722717261,339.605164053479,NA,201.484514127808,201.409024203828,85.4104367470754,85.3983818249445,85.3661461159859,85.3624642188708,85.3599045399827,85.3599138082383,71.681949697318,NA,NA
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W36_SR.mzML",169.918241291969,171.531381030996,NA,58.9092500307891,58.9230597092311,58.7469441915198,72.1810852867725,71.9305886895222,71.9231825608507,71.973071395973,146.651503539347,146.731249457678,146.600184981788,59.3112873343188,59.1135511913306,59.1691940154386,59.1335627891188,59.1522804649532,143.048312469581,143.046160004552,142.86619315021,60.8733810624288,60.2206108927305,76.7368985848433,76.5725131416362,144.697863003046,144.69213518127,144.644381345229,143.894761701709,143.953280756261,143.930449155403,167.785603777268,167.503068590705,167.493081256738,167.514579116133,123.242992959678,123.232866485611,122.722160112065,240.643337864898,240.696511647244,268.485581603063,268.637512805628,268.580278256164,268.500734115456,74.812999585978,74.9018539756722,74.7626194419118,NA,340.985401805462,341.653189407812,210.446185776471,210.429213535882,NA,145.786489792642,145.747717216838,119.282014173827,NA,118.966647033513,156.63690208598,156.64026573727,76.977538039546,76.9619047145055,76.8859367408902,166.288627012558,166.417154649153,105.118637177423,105.092345361215,105.070570624801,187.732882698152,187.757870493299,168.055882410674,167.973157777759,111.6823786479,111.715568287223,111.646487501329,132.507840046272,132.903669243802,132.498949180496,132.466795506648,339.846708556273,339.932811544667,122.189887677647,122.14504184438,122.170313899342,122.078271144792,89.5335001138431,89.5375098066748,89.6176639772216,168.055882410777,167.973157783013,339.575000352643,339.63144054638,201.304496765262,201.276524318184,85.4916839405211,85.5058174301872,85.4192559808244,85.4863667574085,85.4531905028047,85.4453227449071,72.1089485824605,71.6863131341348,72.3183591949407
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W47_LTR.mzML",170.029293830346,NA,164.58023833028,58.8750383235965,58.8405024897722,58.935007297157,70.1729565550628,70.0443271998573,70.1348048306632,70.2362638052462,146.667866975034,146.632705789706,146.568897531833,59.1916971057792,59.0894793379983,59.2036357804863,59.1064043108376,59.1460958355984,143.055684146628,143.106925570885,143.032052659324,60.4322625419157,60.1627732442283,76.4676270738543,76.4014077683195,144.683475593849,144.711934991257,144.606947719787,143.908297468921,143.981329270155,143.929890172571,167.286544975455,166.982507885551,166.98304144306,167.31149729601,123.009505200503,123.286785973391,122.398443404379,240.660573256795,240.68023778305,268.413927029451,268.694777001056,268.482902581032,268.437336781944,74.0131349458194,74.0660799484004,74.057436250245,NA,341.596592696409,342.073644433684,210.722771750324,210.658263653769,NA,145.55542061167,145.706580394671,118.89872455101,118.910372505217,118.735910899701,156.595802458261,156.648437991209,76.5576145109671,76.5399874648656,76.6007677062326,166.272162702738,166.603021571217,105.02721565618,105.051500454991,105.073983992665,187.737362631001,187.78429248464,168.072863140426,167.984227782672,111.655158873307,111.695897290156,111.65588119968,132.5998752879,132.645278218774,132.506307704639,132.490033359489,340.06243028217,340.02338846664,121.939624239739,122.010582200623,122.185505981931,122.000652819113,89.4268222416252,89.3877210279831,89.4185635001864,168.072863146638,167.98422778167,339.621895817195,NA,201.236609974728,201.301414063469,85.243649195562,85.2369203218226,85.1840193527919,85.1895875238607,85.2050911206522,85.2263766546311,70.477817313616,70.7099623147762,70.6259169288676
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W48_SR.mzML",169.953490433782,171.715258908568,NA,58.8850487569441,58.853545932679,58.8412534345286,72.3858558859388,72.2937583471463,72.1791980946797,72.252416883098,146.692514301532,146.72265970451,146.687988645652,59.2595654690482,59.0779803866087,59.1328226660164,59.0994692824511,59.1121787427466,143.034523370995,143.041524238053,142.96536754512,61.0723666997609,60.3936277522213,76.7760253678514,76.6397387049869,144.648525628049,144.638035400088,144.536886890592,143.870847464612,143.954387490021,143.914079462863,167.794585897873,167.528811219955,167.529372858645,167.535033446294,123.226755536036,123.274451548384,122.767739367695,240.648820789848,240.691786868306,268.356965050148,268.706388285967,268.284733183868,268.344813460336,74.8534054140762,74.9311978430141,74.7801962404037,NA,341.025782151956,341.507521679602,210.422740755648,210.516004609193,NA,145.880636608148,145.626174567776,119.451459959312,NA,118.979495919828,156.682490587084,156.714901550024,76.9931208504213,76.9393009566542,76.9659756712666,166.308729028956,166.352628326393,105.079760403621,105.05278741711,105.059070607912,187.716067063706,187.752054228076,168.031362704205,167.990468908667,111.696676519929,111.87704543273,111.94096783223,132.535245573626,132.996336149932,132.493528833383,132.489553744405,339.762284546573,339.784081558233,122.137027698385,122.14833074632,122.276578543856,122.22083166869,89.4995988573824,89.4798286604922,89.5410950388846,168.03136270169,167.990468904087,339.60136988696,NA,201.245107091531,201.154429657827,85.4931605177752,85.4727693238182,85.3621658405232,85.4263702637533,85.4294416016111,85.4174694431698,72.2711688764953,72.0357315026216,72.5197460034741
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W59_LTR.mzML",169.951751112126,NA,NA,58.9317171813768,58.921199810791,58.7807330090719,69.3111980720547,69.1488257360289,69.166905967331,69.2541478768056,146.581233580158,146.544102220363,146.589116143224,59.2111891930484,59.1125019686365,59.1898170184153,59.1700339188179,59.1429906766414,142.997438761802,143.052023047768,142.826827018332,NA,60.5385368273051,76.1057836574458,76.0480079840964,144.611451845073,144.621286175818,144.522213534785,143.795792194162,143.806451086983,143.778064538046,167.270827936165,166.872455133176,167.005899839459,167.06774108453,122.856702506432,122.997847410064,122.312821008673,240.642129024166,240.635566260264,268.465206381266,268.522914343293,268.503432386387,268.508967510545,73.2841169237491,73.4455436510811,73.352493870166,341.928192979644,NA,342.050426373421,210.614036492006,210.508220431574,NA,145.501513853863,145.484954247268,118.828967158498,118.863943240494,118.725278252465,156.530433463509,156.543699701219,76.1076310651049,76.1287927193615,76.1289451973209,166.309938069651,166.389394717138,104.878967189978,104.859731756533,104.873739106724,187.746413718683,187.74887616117,168.112555507885,168.001950137599,111.45983262053,111.515856286829,111.43735479924,132.535035363395,132.620507962313,132.511072976327,132.433623572503,339.953432535227,339.909719063696,121.87414656838,121.97220684827,NA,121.710872182354,89.2256112212043,89.1737007439358,89.1511019027593,168.112555505271,168.001950137599,339.495893043484,NA,201.454299030886,201.346293863221,85.0832126868934,85.0777274781639,85.0244929316831,85.0421879949865,85.0189376711384,85.0159060440399,69.9672457517783,69.6311016972021,69.7321382676139
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W60_SR.mzML",169.871770867531,171.698530267975,NA,58.9312540984372,58.968370364323,58.940946567263,71.4563426596418,71.3120195844279,71.1779572352761,71.3311806062773,146.695369051816,146.734532607771,146.601072737742,59.2854199272668,59.171329798059,59.2167396203104,59.2009194125776,59.1964167214345,143.03880165625,143.046868188347,143.19862970697,NA,60.6184968937067,76.6387176001993,76.4990301218046,144.65820221086,144.645643511917,144.65042824433,143.797700687912,NA,143.830660064429,167.758459287122,167.492347040624,167.535938368056,167.585271853406,123.203650813001,123.210535259053,122.602075071817,240.654741944414,240.722661715004,268.438074362497,268.783351524913,268.435763999573,268.422102193633,74.5646081187878,74.6643055500119,74.5925234137572,NA,340.937244373155,341.59029270804,210.434486067683,210.485681968734,NA,145.734130498388,146.034964453767,119.233092874735,NA,118.944121567767,156.599259743744,156.540161897415,76.7898820721255,76.7061296386123,76.7303199656817,166.258002809319,166.465922153318,105.098075744929,105.079833612857,105.076487659024,187.738337443403,187.772748537631,168.023794950955,168.018787987146,111.634399091979,111.650210510608,111.617826031328,132.474882402617,132.794048658697,132.481581672649,132.438660044529,339.847216106742,340.03692005905,122.137681225841,122.08197252662,122.161451864977,122.016968548905,89.4514878035379,89.5401502842559,89.4878862195697,168.023794952988,168.01878798417,339.718559935314,339.78785887578,201.242134561184,201.4549662386,85.4222661203285,85.4189652154798,85.3046054316262,85.346958372608,85.3891517874463,85.3614578766494,71.5236140704618,NA,71.5243048413179
